CircleName,Abbrev,LatLong
Gander,NLGA,48.9683220000/-54.7123010000

CountYear3,LowTemp,HighTemp,AMCloud,PMClouds,AMRain,PMRain,AMSnow,PMSnow
123,-1.0 Celsius,-1.0 Celsius,Clear,Clear,None,None,None,None
122,-4.0 Celsius,-1.0 Celsius,Clear,Clear,None,None,None,Light
121,5.0 Celsius,9.0 Celsius,Clear,Clear,None,None,None,None
120,-6.0 Celsius,-5.0 Celsius,Clear,Clear,None,None,None,None
119,-8.0 Celsius,-7.0 Celsius,Partly Cloudy,Partly Cloudy,None,None,None,None
118,-10.0 Celsius,-6.0 Celsius,Cloudy,Cloudy,None,None,None,None
117,-11.0 Celsius,-6.0 Celsius,Partly Clear,Partly Clear,None,None,None,None
116,-7.0 Celsius,-4.0 Celsius,Partly Cloudy,Partly Cloudy,None,None,None,None
115,3.0 Celsius,4.0 Celsius,Partly Cloudy,Partly Cloudy,None,None,None,None
114,-15.0 Celsius,-7.0 Celsius,,,,,,
113,-3.0 Celsius,-2.0 Celsius,Cloudy,Cloudy,,,Light,Heavy
112,-10.0 Celsius,-5.0 Celsius,Partly Cloudy,Partly Cloudy,None,None,None,None
111,30.0 Celsius,32.0 Celsius,Cloudy,Cloudy,None,Light,Light,None
110,36.0 Celsius,39.0 Celsius,Cloudy,Cloudy,Light,Light,None,None
109,-9.0 Fahrenheit,-12.0 Fahrenheit,Clear,Clear,,,,
108,31.0 Celsius,32.0 Celsius,Clear,Clear,None,None,None,None
107,27.0 Celsius,27.0 Celsius,Unknown,Unknown,None,None,None,None
106,27.0 Fahrenheit,27.0 Fahrenheit,Partly Cloudy,Partly Cloudy,None,None,None,None
105,10.0 Celsius,10.0 Celsius,Clear,Clear,None,None,None,None
104,37.0 Celsius,37.0 Celsius,Clear,Clear,None,None,None,None
103,19.0 Celsius,28.0 Celsius,Partly Cloudy,Partly Cloudy,None,None,None,Heavy
102,23.0 Celsius,27.0 Celsius,Clear,Clear,None,None,None,None
101,27.0 Celsius,28.0 Celsius,Clear,Clear,None,None,None,None

CountYear5,LowTemp3,HighTemp2,AMCloud2,PMClouds2
"Common Raven
[Corvus corax]","2012 [113]
Count Date: 12/28/2012
# Participants: 6
# Species Reported: 25
Total Hrs.: 15.50",15,0.9677,
"Common Raven
[Corvus corax]","2013 [114]
Count Date: 12/26/2013
# Participants: 5
# Species Reported: 20
Total Hrs.: ",12,0.0000,
"Common Raven
[Corvus corax]","2014 [115]
Count Date: 12/26/2014
# Participants: 1
# Species Reported: 26
Total Hrs.: 20.00",4,0.2000,
"Common Raven
[Corvus corax]","2015 [116]
Count Date: 12/31/2015
# Participants: 6
# Species Reported: 30
Total Hrs.: 15.75",6,0.3810,
"Common Raven
[Corvus corax]","2016 [117]
Count Date: 12/26/2016
# Participants: 1
# Species Reported: 25
Total Hrs.: 16.00",12,0.7500,
"Common Raven
[Corvus corax]","2017 [118]
Count Date: 12/30/2017
# Participants: 5
# Species Reported: 27
Total Hrs.: 21.00",14,0.6667,
"Common Raven
[Corvus corax]","2018 [119]
Count Date: 12/26/2018
# Participants: 6
# Species Reported: 24
Total Hrs.: ",10,0.0000,
"Common Raven
[Corvus corax]","2019 [120]
Count Date: 12/27/2019
# Participants: 6
# Species Reported: 27
Total Hrs.: 16.00",6,0.3750,
"Common Raven
[Corvus corax]","2020 [121]
Count Date: 12/26/2020
# Participants: 8
# Species Reported: 28
Total Hrs.: 23.25",15,0.6452,
"Common Raven
[Corvus corax]","2021 [122]
Count Date: 12/26/2021
# Participants: 5
# Species Reported: 37
Total Hrs.: 10.00",3,0.3000,
"Common Raven
[Corvus corax]","2022 [123]
Count Date: 12/26/2022
# Participants: 5
# Species Reported: 23
Total Hrs.: 16.50",19,1.1515,
"Black-capped Chickadee
[Poecile atricapillus]","2000 [101]
Count Date: 12/27/2000
# Participants: 
# Species Reported: 27
Total Hrs.: 9.25",47,5.0811,
"Black-capped Chickadee
[Poecile atricapillus]","2001 [102]
Count Date: 12/30/2001
# Participants: 
# Species Reported: 29
Total Hrs.: 20.50",129,6.2927,"HC,"
"Black-capped Chickadee
[Poecile atricapillus]","2002 [103]
Count Date: 12/26/2002
# Participants: 
# Species Reported: 24
Total Hrs.: 18.75",128,6.8267,
"Black-capped Chickadee
[Poecile atricapillus]","2003 [104]
Count Date: 12/26/2003
# Participants: 9
# Species Reported: 30
Total Hrs.: 16.00",124,7.7500,
"Black-capped Chickadee
[Poecile atricapillus]","2004 [105]
Count Date: 12/26/2004
# Participants: 4
# Species Reported: 31
Total Hrs.: 22.00",64,2.9091,
"Black-capped Chickadee
[Poecile atricapillus]","2005 [106]
Count Date: 1/2/2006
# Participants: 
# Species Reported: 30
Total Hrs.: 23.50",112,4.7660,
"Black-capped Chickadee
[Poecile atricapillus]","2006 [107]
Count Date: 12/26/2006
# Participants: 
# Species Reported: 30
Total Hrs.: 34.00",119,3.5000,
"Black-capped Chickadee
[Poecile atricapillus]","2007 [108]
Count Date: 12/26/2007
# Participants: 
# Species Reported: 39
Total Hrs.: 26.00",184,7.0769,
"Black-capped Chickadee
[Poecile atricapillus]","2008 [109]
Count Date: 12/26/2008
# Participants: 
# Species Reported: 30
Total Hrs.: 16.00",68,4.2500,
"Black-capped Chickadee
[Poecile atricapillus]","2009 [110]
Count Date: 12/29/2009
# Participants: 
# Species Reported: 32
Total Hrs.: 20.00",88,4.4000,
"Black-capped Chickadee
[Poecile atricapillus]","2010 [111]
Count Date: 12/29/2010
# Participants: 
# Species Reported: 24
Total Hrs.: 17.00",43,2.5294,
"Black-capped Chickadee
[Poecile atricapillus]","2011 [112]
Count Date: 12/25/2011
# Participants: 6
# Species Reported: 30
Total Hrs.: 22.50",103,4.5778,
"Black-capped Chickadee
[Poecile atricapillus]","2012 [113]
Count Date: 12/28/2012
# Participants: 6
# Species Reported: 25
Total Hrs.: 15.50",94,6.0645,
"Black-capped Chickadee
[Poecile atricapillus]","2013 [114]
Count Date: 12/26/2013
# Participants: 5
# Species Reported: 20
Total Hrs.: ",26,0.0000,
"Black-capped Chickadee
[Poecile atricapillus]","2014 [115]
Count Date: 12/26/2014
# Participants: 1
# Species Reported: 26
Total Hrs.: 20.00",78,3.9000,
"Black-capped Chickadee
[Poecile atricapillus]","2015 [116]
Count Date: 12/31/2015
# Participants: 6
# Species Reported: 30
Total Hrs.: 15.75",46,2.9206,
"Black-capped Chickadee
[Poecile atricapillus]","2016 [117]
Count Date: 12/26/2016
# Participants: 1
# Species Reported: 25
Total Hrs.: 16.00",74,4.6250,
"Black-capped Chickadee
[Poecile atricapillus]","2017 [118]
Count Date: 12/30/2017
# Participants: 5
# Species Reported: 27
Total Hrs.: 21.00",32,1.5238,
"Black-capped Chickadee
[Poecile atricapillus]","2018 [119]
Count Date: 12/26/2018
# Participants: 6
# Species Reported: 24
Total Hrs.: ",31,0.0000,
"Black-capped Chickadee
[Poecile atricapillus]","2019 [120]
Count Date: 12/27/2019
# Participants: 6
# Species Reported: 27
Total Hrs.: 16.00",30,1.8750,
"Black-capped Chickadee
[Poecile atricapillus]","2020 [121]
Count Date: 12/26/2020
# Participants: 8
# Species Reported: 28
Total Hrs.: 23.25",44,1.8925,
"Black-capped Chickadee
[Poecile atricapillus]","2021 [122]
Count Date: 12/26/2021
# Participants: 5
# Species Reported: 37
Total Hrs.: 10.00",35,3.5000,
"Black-capped Chickadee
[Poecile atricapillus]","2022 [123]
Count Date: 12/26/2022
# Participants: 5
# Species Reported: 23
Total Hrs.: 16.50",33,2.0000,
"Boreal Chickadee
[Poecile hudsonicus]","2000 [101]
Count Date: 12/27/2000
# Participants: 
# Species Reported: 27
Total Hrs.: 9.25",3,0.3243,
"Boreal Chickadee
[Poecile hudsonicus]","2001 [102]
Count Date: 12/30/2001
# Participants: 
# Species Reported: 29
Total Hrs.: 20.50",15,0.7317,
"Boreal Chickadee
[Poecile hudsonicus]","2002 [103]
Count Date: 12/26/2002
# Participants: 
# Species Reported: 24
Total Hrs.: 18.75",4,0.2133,
"Boreal Chickadee
[Poecile hudsonicus]","2003 [104]
Count Date: 12/26/2003
# Participants: 9
# Species Reported: 30
Total Hrs.: 16.00",24,1.5000,
"Boreal Chickadee
[Poecile hudsonicus]","2004 [105]
Count Date: 12/26/2004
# Participants: 4
# Species Reported: 31
Total Hrs.: 22.00",1,0.0455,
"Boreal Chickadee
[Poecile hudsonicus]","2005 [106]
Count Date: 1/2/2006
# Participants: 
# Species Reported: 30
Total Hrs.: 23.50",3,0.1277,
"Boreal Chickadee
[Poecile hudsonicus]","2006 [107]
Count Date: 12/26/2006
# Participants: 
# Species Reported: 30
Total Hrs.: 34.00",9,0.2647,
"Boreal Chickadee
[Poecile hudsonicus]","2007 [108]
Count Date: 12/26/2007
# Participants: 
# Species Reported: 39
Total Hrs.: 26.00",12,0.4615,
"Boreal Chickadee
[Poecile hudsonicus]","2008 [109]
Count Date: 12/26/2008
# Participants: 
# Species Reported: 30
Total Hrs.: 16.00",4,0.2500,
"Boreal Chickadee
[Poecile hudsonicus]","2009 [110]
Count Date: 12/29/2009
# Participants: 
# Species Reported: 32
Total Hrs.: 20.00",16,0.8000,
"Boreal Chickadee
[Poecile hudsonicus]","2010 [111]
Count Date: 12/29/2010
# Participants: 
# Species Reported: 24
Total Hrs.: 17.00",4,0.2353,
"Boreal Chickadee
[Poecile hudsonicus]","2011 [112]
Count Date: 12/25/2011
# Participants: 6
# Species Reported: 30
Total Hrs.: 22.50",15,0.6667,
"Boreal Chickadee
[Poecile hudsonicus]","2012 [113]
Count Date: 12/28/2012
# Participants: 6
# Species Reported: 25
Total Hrs.: 15.50",4,0.2581,
"Boreal Chickadee
[Poecile hudsonicus]","2013 [114]
Count Date: 12/26/2013
# Participants: 5
# Species Reported: 20
Total Hrs.: ",11,0.0000,
"Boreal Chickadee
[Poecile hudsonicus]","2014 [115]
Count Date: 12/26/2014
# Participants: 1
# Species Reported: 26
Total Hrs.: 20.00",13,0.6500,
"Boreal Chickadee
[Poecile hudsonicus]","2015 [116]
Count Date: 12/31/2015
# Participants: 6
# Species Reported: 30
Total Hrs.: 15.75",7,0.4444,
"Boreal Chickadee
[Poecile hudsonicus]","2016 [117]
Count Date: 12/26/2016
# Participants: 1
# Species Reported: 25
Total Hrs.: 16.00",9,0.5625,
"Boreal Chickadee
[Poecile hudsonicus]","2017 [118]
Count Date: 12/30/2017
# Participants: 5
# Species Reported: 27
Total Hrs.: 21.00",2,0.0952,
"Boreal Chickadee
[Poecile hudsonicus]","2018 [119]
Count Date: 12/26/2018
# Participants: 6
# Species Reported: 24
Total Hrs.: ",4,0.0000,
"Boreal Chickadee
[Poecile hudsonicus]","2019 [120]
Count Date: 12/27/2019
# Participants: 6
# Species Reported: 27
Total Hrs.: 16.00",1,0.0625,
"Boreal Chickadee
[Poecile hudsonicus]","2020 [121]
Count Date: 12/26/2020
# Participants: 8
# Species Reported: 28
Total Hrs.: 23.25",6,0.2581,
"Boreal Chickadee
[Poecile hudsonicus]","2021 [122]
Count Date: 12/26/2021
# Participants: 5
# Species Reported: 37
Total Hrs.: 10.00",7,0.7000,
"Boreal Chickadee
[Poecile hudsonicus]","2022 [123]
Count Date: 12/26/2022
# Participants: 5
# Species Reported: 23
Total Hrs.: 16.50",1,0.0606,
"Red-breasted Nuthatch
[Sitta canadensis]","2000 [101]
Count Date: 12/27/2000
# Participants: 
# Species Reported: 27
Total Hrs.: 9.25",,,
"Red-breasted Nuthatch
[Sitta canadensis]","2001 [102]
Count Date: 12/30/2001
# Participants: 
# Species Reported: 29
Total Hrs.: 20.50",7,0.3415,
"Red-breasted Nuthatch
[Sitta canadensis]","2002 [103]
Count Date: 12/26/2002
# Participants: 
# Species Reported: 24
Total Hrs.: 18.75",5,0.2667,
"Red-breasted Nuthatch
[Sitta canadensis]","2003 [104]
Count Date: 12/26/2003
# Participants: 9
# Species Reported: 30
Total Hrs.: 16.00",2,0.1250,
"Red-breasted Nuthatch
[Sitta canadensis]","2004 [105]
Count Date: 12/26/2004
# Participants: 4
# Species Reported: 31
Total Hrs.: 22.00",2,0.0909,
"Red-breasted Nuthatch
[Sitta canadensis]","2005 [106]
Count Date: 1/2/2006
# Participants: 
# Species Reported: 30
Total Hrs.: 23.50",1,0.0426,
"Red-breasted Nuthatch
[Sitta canadensis]","2006 [107]
Count Date: 12/26/2006
# Participants: 
# Species Reported: 30
Total Hrs.: 34.00",5,0.1471,
"Red-breasted Nuthatch
[Sitta canadensis]","2007 [108]
Count Date: 12/26/2007
# Participants: 
# Species Reported: 39
Total Hrs.: 26.00",9,0.3462,
"Red-breasted Nuthatch
[Sitta canadensis]","2008 [109]
Count Date: 12/26/2008
# Participants: 
# Species Reported: 30
Total Hrs.: 16.00",4,0.2500,
"Red-breasted Nuthatch
[Sitta canadensis]","2009 [110]
Count Date: 12/29/2009
# Participants: 
# Species Reported: 32
Total Hrs.: 20.00",3,0.1500,
"Red-breasted Nuthatch
[Sitta canadensis]","2010 [111]
Count Date: 12/29/2010
# Participants: 
# Species Reported: 24
Total Hrs.: 17.00",1,0.0588,
"Red-breasted Nuthatch
[Sitta canadensis]","2011 [112]
Count Date: 12/25/2011
# Participants: 6
# Species Reported: 30
Total Hrs.: 22.50",7,0.3111,
"Red-breasted Nuthatch
[Sitta canadensis]","2012 [113]
Count Date: 12/28/2012
# Participants: 6
# Species Reported: 25
Total Hrs.: 15.50",4,0.2581,
"Red-breasted Nuthatch
[Sitta canadensis]","2013 [114]
Count Date: 12/26/2013
# Participants: 5
# Species Reported: 20
Total Hrs.: ",,,
"Red-breasted Nuthatch
[Sitta canadensis]","2014 [115]
Count Date: 12/26/2014
# Participants: 1
# Species Reported: 26
Total Hrs.: 20.00",cw,0.0000,
"Red-breasted Nuthatch
[Sitta canadensis]","2015 [116]
Count Date: 12/31/2015
# Participants: 6
# Species Reported: 30
Total Hrs.: 15.75",,,
"Red-breasted Nuthatch
[Sitta canadensis]","2016 [117]
Count Date: 12/26/2016
# Participants: 1
# Species Reported: 25
Total Hrs.: 16.00",,,
"Red-breasted Nuthatch
[Sitta canadensis]","2017 [118]
Count Date: 12/30/2017
# Participants: 5
# Species Reported: 27
Total Hrs.: 21.00",,,
"Red-breasted Nuthatch
[Sitta canadensis]","2018 [119]
Count Date: 12/26/2018
# Participants: 6
# Species Reported: 24
Total Hrs.: ",1,0.0000,
"Red-breasted Nuthatch
[Sitta canadensis]","2019 [120]
Count Date: 12/27/2019
# Participants: 6
# Species Reported: 27
Total Hrs.: 16.00",,,
"Red-breasted Nuthatch
[Sitta canadensis]","2020 [121]
Count Date: 12/26/2020
# Participants: 8
# Species Reported: 28
Total Hrs.: 23.25",,,
"Red-breasted Nuthatch
[Sitta canadensis]","2021 [122]
Count Date: 12/26/2021
# Participants: 5
# Species Reported: 37
Total Hrs.: 10.00",cw,0.0000,
"Red-breasted Nuthatch
[Sitta canadensis]","2022 [123]
Count Date: 12/26/2022
# Participants: 5
# Species Reported: 23
Total Hrs.: 16.50",,,
"Brown Creeper
[Certhia americana]","2000 [101]
Count Date: 12/27/2000
# Participants: 
# Species Reported: 27
Total Hrs.: 9.25",,,
"Brown Creeper
[Certhia americana]","2001 [102]
Count Date: 12/30/2001
# Participants: 
# Species Reported: 29
Total Hrs.: 20.50",,,
"Brown Creeper
[Certhia americana]","2002 [103]
Count Date: 12/26/2002
# Participants: 
# Species Reported: 24
Total Hrs.: 18.75",,,
"Brown Creeper
[Certhia americana]","2003 [104]
Count Date: 12/26/2003
# Participants: 9
# Species Reported: 30
Total Hrs.: 16.00",1,0.0625,
"Brown Creeper
[Certhia americana]","2004 [105]
Count Date: 12/26/2004
# Participants: 4
# Species Reported: 31
Total Hrs.: 22.00",1,0.0455,
"Brown Creeper
[Certhia americana]","2005 [106]
Count Date: 1/2/2006
# Participants: 
# Species Reported: 30
Total Hrs.: 23.50",4,0.1702,
"Brown Creeper
[Certhia americana]","2006 [107]
Count Date: 12/26/2006
# Participants: 
# Species Reported: 30
Total Hrs.: 34.00",,,
"Brown Creeper
[Certhia americana]","2007 [108]
Count Date: 12/26/2007
# Participants: 
# Species Reported: 39
Total Hrs.: 26.00",6,0.2308,
"Brown Creeper
[Certhia americana]","2008 [109]
Count Date: 12/26/2008
# Participants: 
# Species Reported: 30
Total Hrs.: 16.00",,,
"Brown Creeper
[Certhia americana]","2009 [110]
Count Date: 12/29/2009
# Participants: 
# Species Reported: 32
Total Hrs.: 20.00",,,
"Brown Creeper
[Certhia americana]","2010 [111]
Count Date: 12/29/2010
# Participants: 
# Species Reported: 24
Total Hrs.: 17.00",,,
"Brown Creeper
[Certhia americana]","2011 [112]
Count Date: 12/25/2011
# Participants: 6
# Species Reported: 30
Total Hrs.: 22.50",,,
"Brown Creeper
[Certhia americana]","2012 [113]
Count Date: 12/28/2012
# Participants: 6
# Species Reported: 25
Total Hrs.: 15.50",1,0.0645,
"Brown Creeper
[Certhia americana]","2013 [114]
Count Date: 12/26/2013
# Participants: 5
# Species Reported: 20
Total Hrs.: ",,,
"Brown Creeper
[Certhia americana]","2014 [115]
Count Date: 12/26/2014
# Participants: 1
# Species Reported: 26
Total Hrs.: 20.00",,,
"Brown Creeper
[Certhia americana]","2015 [116]
Count Date: 12/31/2015
# Participants: 6
# Species Reported: 30
Total Hrs.: 15.75",,,
"Brown Creeper
[Certhia americana]","2016 [117]
Count Date: 12/26/2016
# Participants: 1
# Species Reported: 25
Total Hrs.: 16.00",cw,0.0000,
"Brown Creeper
[Certhia americana]","2017 [118]
Count Date: 12/30/2017
# Participants: 5
# Species Reported: 27
Total Hrs.: 21.00",,,
"Brown Creeper
[Certhia americana]","2018 [119]
Count Date: 12/26/2018
# Participants: 6
# Species Reported: 24
Total Hrs.: ",,,
"Brown Creeper
[Certhia americana]","2019 [120]
Count Date: 12/27/2019
# Participants: 6
# Species Reported: 27
Total Hrs.: 16.00",,,
"Brown Creeper
[Certhia americana]","2020 [121]
Count Date: 12/26/2020
# Participants: 8
# Species Reported: 28
Total Hrs.: 23.25",cw,0.0000,
"Brown Creeper
[Certhia americana]","2021 [122]
Count Date: 12/26/2021
# Participants: 5
# Species Reported: 37
Total Hrs.: 10.00",,,
"Brown Creeper
[Certhia americana]","2022 [123]
Count Date: 12/26/2022
# Participants: 5
# Species Reported: 23
Total Hrs.: 16.50",,,
"Golden-crowned Kinglet
[Regulus satrapa]","2000 [101]
Count Date: 12/27/2000
# Participants: 
# Species Reported: 27
Total Hrs.: 9.25",5,0.5405,
"Golden-crowned Kinglet
[Regulus satrapa]","2001 [102]
Count Date: 12/30/2001
# Participants: 
# Species Reported: 29
Total Hrs.: 20.50",9,0.4390,
"Golden-crowned Kinglet
[Regulus satrapa]","2002 [103]
Count Date: 12/26/2002
# Participants: 
# Species Reported: 24
Total Hrs.: 18.75",4,0.2133,
"Golden-crowned Kinglet
[Regulus satrapa]","2003 [104]
Count Date: 12/26/2003
# Participants: 9
# Species Reported: 30
Total Hrs.: 16.00",8,0.5000,
"Golden-crowned Kinglet
[Regulus satrapa]","2004 [105]
Count Date: 12/26/2004
# Participants: 4
# Species Reported: 31
Total Hrs.: 22.00",3,0.1364,
"Golden-crowned Kinglet
[Regulus satrapa]","2005 [106]
Count Date: 1/2/2006
# Participants: 
# Species Reported: 30
Total Hrs.: 23.50",1,0.0426,
"Golden-crowned Kinglet
[Regulus satrapa]","2006 [107]
Count Date: 12/26/2006
# Participants: 
# Species Reported: 30
Total Hrs.: 34.00",14,0.4118,
"Golden-crowned Kinglet
[Regulus satrapa]","2007 [108]
Count Date: 12/26/2007
# Participants: 
# Species Reported: 39
Total Hrs.: 26.00",15,0.5769,
"Golden-crowned Kinglet
[Regulus satrapa]","2008 [109]
Count Date: 12/26/2008
# Participants: 
# Species Reported: 30
Total Hrs.: 16.00",1,0.0625,
"Golden-crowned Kinglet
[Regulus satrapa]","2009 [110]
Count Date: 12/29/2009
# Participants: 
# Species Reported: 32
Total Hrs.: 20.00",26,1.3000,
"Golden-crowned Kinglet
[Regulus satrapa]","2010 [111]
Count Date: 12/29/2010
# Participants: 
# Species Reported: 24
Total Hrs.: 17.00",12,0.7059,
"Golden-crowned Kinglet
[Regulus satrapa]","2011 [112]
Count Date: 12/25/2011
# Participants: 6
# Species Reported: 30
Total Hrs.: 22.50",1,0.0444,
"Golden-crowned Kinglet
[Regulus satrapa]","2012 [113]
Count Date: 12/28/2012
# Participants: 6
# Species Reported: 25
Total Hrs.: 15.50",6,0.3871,
"Golden-crowned Kinglet
[Regulus satrapa]","2013 [114]
Count Date: 12/26/2013
# Participants: 5
# Species Reported: 20
Total Hrs.: ",1,0.0000,
"Golden-crowned Kinglet
[Regulus satrapa]","2014 [115]
Count Date: 12/26/2014
# Participants: 1
# Species Reported: 26
Total Hrs.: 20.00",1,0.0500,
"Golden-crowned Kinglet
[Regulus satrapa]","2015 [116]
Count Date: 12/31/2015
# Participants: 6
# Species Reported: 30
Total Hrs.: 15.75",1,0.0635,
"Golden-crowned Kinglet
[Regulus satrapa]","2016 [117]
Count Date: 12/26/2016
# Participants: 1
# Species Reported: 25
Total Hrs.: 16.00",,,
"Golden-crowned Kinglet
[Regulus satrapa]","2017 [118]
Count Date: 12/30/2017
# Participants: 5
# Species Reported: 27
Total Hrs.: 21.00",cw,0.0000,
"Golden-crowned Kinglet
[Regulus satrapa]","2018 [119]
Count Date: 12/26/2018
# Participants: 6
# Species Reported: 24
Total Hrs.: ",7,0.0000,
"Golden-crowned Kinglet
[Regulus satrapa]","2019 [120]
Count Date: 12/27/2019
# Participants: 6
# Species Reported: 27
Total Hrs.: 16.00",cw,0.0000,
"Golden-crowned Kinglet
[Regulus satrapa]","2020 [121]
Count Date: 12/26/2020
# Participants: 8
# Species Reported: 28
Total Hrs.: 23.25",1,0.0430,
"Golden-crowned Kinglet
[Regulus satrapa]","2021 [122]
Count Date: 12/26/2021
# Participants: 5
# Species Reported: 37
Total Hrs.: 10.00",3,0.3000,
"Golden-crowned Kinglet
[Regulus satrapa]","2022 [123]
Count Date: 12/26/2022
# Participants: 5
# Species Reported: 23
Total Hrs.: 16.50",14,0.8485,
"Ruby-crowned Kinglet
[Regulus calendula]","2000 [101]
Count Date: 12/27/2000
# Participants: 
# Species Reported: 27
Total Hrs.: 9.25",,,
"Ruby-crowned Kinglet
[Regulus calendula]","2001 [102]
Count Date: 12/30/2001
# Participants: 
# Species Reported: 29
Total Hrs.: 20.50",,,
"Ruby-crowned Kinglet
[Regulus calendula]","2002 [103]
Count Date: 12/26/2002
# Participants: 
# Species Reported: 24
Total Hrs.: 18.75",,,
"Ruby-crowned Kinglet
[Regulus calendula]","2003 [104]
Count Date: 12/26/2003
# Participants: 9
# Species Reported: 30
Total Hrs.: 16.00",1,0.0625,
"Ruby-crowned Kinglet
[Regulus calendula]","2004 [105]
Count Date: 12/26/2004
# Participants: 4
# Species Reported: 31
Total Hrs.: 22.00",,,
"Ruby-crowned Kinglet
[Regulus calendula]","2005 [106]
Count Date: 1/2/2006
# Participants: 
# Species Reported: 30
Total Hrs.: 23.50",,,
"Ruby-crowned Kinglet
[Regulus calendula]","2006 [107]
Count Date: 12/26/2006
# Participants: 
# Species Reported: 30
Total Hrs.: 34.00",,,
"Ruby-crowned Kinglet
[Regulus calendula]","2007 [108]
Count Date: 12/26/2007
# Participants: 
# Species Reported: 39
Total Hrs.: 26.00",,,
"Ruby-crowned Kinglet
[Regulus calendula]","2008 [109]
Count Date: 12/26/2008
# Participants: 
# Species Reported: 30
Total Hrs.: 16.00",,,
"Ruby-crowned Kinglet
[Regulus calendula]","2009 [110]
Count Date: 12/29/2009
# Participants: 
# Species Reported: 32
Total Hrs.: 20.00",,,
"Ruby-crowned Kinglet
[Regulus calendula]","2010 [111]
Count Date: 12/29/2010
# Participants: 
# Species Reported: 24
Total Hrs.: 17.00",,,
"Ruby-crowned Kinglet
[Regulus calendula]","2011 [112]
Count Date: 12/25/2011
# Participants: 6
# Species Reported: 30
Total Hrs.: 22.50",,,
"Ruby-crowned Kinglet
[Regulus calendula]","2012 [113]
Count Date: 12/28/2012
# Participants: 6
# Species Reported: 25
Total Hrs.: 15.50",,,
"Ruby-crowned Kinglet
[Regulus calendula]","2013 [114]
Count Date: 12/26/2013
# Participants: 5
# Species Reported: 20
Total Hrs.: ",,,
"Ruby-crowned Kinglet
[Regulus calendula]","2014 [115]
Count Date: 12/26/2014
# Participants: 1
# Species Reported: 26
Total Hrs.: 20.00",,,
"Ruby-crowned Kinglet
[Regulus calendula]","2015 [116]
Count Date: 12/31/2015
# Participants: 6
# Species Reported: 30
Total Hrs.: 15.75",,,
"Ruby-crowned Kinglet
[Regulus calendula]","2016 [117]
Count Date: 12/26/2016
# Participants: 1
# Species Reported: 25
Total Hrs.: 16.00",,,
"Ruby-crowned Kinglet
[Regulus calendula]","2017 [118]
Count Date: 12/30/2017
# Participants: 5
# Species Reported: 27
Total Hrs.: 21.00",,,
"Ruby-crowned Kinglet
[Regulus calendula]","2018 [119]
Count Date: 12/26/2018
# Participants: 6
# Species Reported: 24
Total Hrs.: ",,,
"Ruby-crowned Kinglet
[Regulus calendula]","2019 [120]
Count Date: 12/27/2019
# Participants: 6
# Species Reported: 27
Total Hrs.: 16.00",,,
"Ruby-crowned Kinglet
[Regulus calendula]","2020 [121]
Count Date: 12/26/2020
# Participants: 8
# Species Reported: 28
Total Hrs.: 23.25",,,
"Ruby-crowned Kinglet
[Regulus calendula]","2021 [122]
Count Date: 12/26/2021
# Participants: 5
# Species Reported: 37
Total Hrs.: 10.00",,,
"Ruby-crowned Kinglet
[Regulus calendula]","2022 [123]
Count Date: 12/26/2022
# Participants: 5
# Species Reported: 23
Total Hrs.: 16.50",,,
"American Robin
[Turdus migratorius]","2000 [101]
Count Date: 12/27/2000
# Participants: 
# Species Reported: 27
Total Hrs.: 9.25",1,0.1081,
"American Robin
[Turdus migratorius]","2001 [102]
Count Date: 12/30/2001
# Participants: 
# Species Reported: 29
Total Hrs.: 20.50",1,0.0488,
"American Robin
[Turdus migratorius]","2002 [103]
Count Date: 12/26/2002
# Participants: 
# Species Reported: 24
Total Hrs.: 18.75",,,
"American Robin
[Turdus migratorius]","2003 [104]
Count Date: 12/26/2003
# Participants: 9
# Species Reported: 30
Total Hrs.: 16.00",,,
"American Robin
[Turdus migratorius]","2004 [105]
Count Date: 12/26/2004
# Participants: 4
# Species Reported: 31
Total Hrs.: 22.00",1,0.0455,
"American Robin
[Turdus migratorius]","2005 [106]
Count Date: 1/2/2006
# Participants: 
# Species Reported: 30
Total Hrs.: 23.50",,,
"American Robin
[Turdus migratorius]","2006 [107]
Count Date: 12/26/2006
# Participants: 
# Species Reported: 30
Total Hrs.: 34.00",,,
"American Robin
[Turdus migratorius]","2007 [108]
Count Date: 12/26/2007
# Participants: 
# Species Reported: 39
Total Hrs.: 26.00",1,0.0385,
"American Robin
[Turdus migratorius]","2008 [109]
Count Date: 12/26/2008
# Participants: 
# Species Reported: 30
Total Hrs.: 16.00",,,
"American Robin
[Turdus migratorius]","2009 [110]
Count Date: 12/29/2009
# Participants: 
# Species Reported: 32
Total Hrs.: 20.00",,,
"American Robin
[Turdus migratorius]","2010 [111]
Count Date: 12/29/2010
# Participants: 
# Species Reported: 24
Total Hrs.: 17.00",,,
"American Robin
[Turdus migratorius]","2011 [112]
Count Date: 12/25/2011
# Participants: 6
# Species Reported: 30
Total Hrs.: 22.50",,,
"American Robin
[Turdus migratorius]","2012 [113]
Count Date: 12/28/2012
# Participants: 6
# Species Reported: 25
Total Hrs.: 15.50",,,
"American Robin
[Turdus migratorius]","2013 [114]
Count Date: 12/26/2013
# Participants: 5
# Species Reported: 20
Total Hrs.: ",cw,0.0000,
